timestamp,power(W),energy(kWh)
2025-01-01 15:20:00,24.62,0.37054
2025-01-01 15:25:00,22.98,0.37245
2025-01-01 15:30:00,24.92,0.37453
2025-01-01 15:35:00,24.13,0.37654
2025-01-01 15:40:00,23.39,0.37849
2025-01-01 15:45:00,25.01,0.38057
2025-01-01 15:50:00,23.2,0.38251
2025-01-01 15:55:00,24.27,0.38453
2025-01-01 16:00:00,24.63,0.38658
2025-01-01 16:05:00,24.62,0.38863
2025-01-01 16:10:00,23.76,0.39061
2025-01-01 16:15:00,23.92,0.39261
2025-01-01 16:20:00,23.19,0.39454
2025-01-01 16:25:00,22.87,0.39644
2025-01-01 16:30:00,22.91,0.39835
2025-01-01 16:35:00,24.72,0.40041
2025-01-01 16:40:00,24.86,0.40248
2025-01-01 16:45:00,23.03,0.4044
2025-01-01 16:50:00,23.9,0.4064
2025-01-01 16:55:00,23.53,0.40836
2025-01-01 17:00:00,24.42,0.41039
2025-01-01 17:05:00,24.0,0.41239
2025-01-01 17:10:00,23.94,0.41439
2025-01-01 17:15:00,24.34,0.41641
2025-01-01 17:20:00,23.6,0.41838
2025-01-01 17:25:00,24.81,0.42045
2025-01-01 17:30:00,24.52,0.42249
2025-01-01 17:35:00,23.61,0.42446
2025-01-01 17:40:00,24.25,0.42648
2025-01-01 17:45:00,24.0,0.42848
2025-01-01 17:50:00,24.23,0.4305
2025-01-01 17:55:00,24.94,0.43258
2025-01-01 18:00:00,24.18,0.43459
2025-01-01 18:05:00,23.23,0.43653
2025-01-01 18:10:00,22.82,0.43843
2025-01-01 18:15:00,24.78,0.44049
2025-01-01 18:20:00,24.86,0.44257
2025-01-01 18:25:00,24.11,0.44457
2025-01-01 18:30:00,24.86,0.44665
2025-01-01 18:35:00,24.67,0.4487
2025-01-01 18:40:00,23.15,0.45063
2025-01-01 18:45:00,23.36,0.45258
2025-01-01 18:50:00,24.12,0.45459
2025-01-01 18:55:00,23.98,0.45659
2025-01-01 19:00:00,23.99,0.45859
2025-01-01 19:05:00,23.41,0.46054
2025-01-01 19:10:00,23.76,0.46252
2025-01-01 19:15:00,23.0,0.46443
2025-01-01 19:20:00,23.63,0.4664
2025-01-01 19:25:00,23.43,0.46836
2025-01-01 19:30:00,24.42,0.47039
2025-01-01 19:35:00,23.55,0.47235
2025-01-01 19:40:00,23.18,0.47428
2025-01-01 19:45:00,23.17,0.47622
2025-01-01 19:50:00,22.84,0.47812
2025-01-01 19:55:00,23.74,0.4801
2025-01-01 20:00:00,25.06,0.48219
2025-01-01 20:05:00,24.4,0.48422
2025-01-01 20:10:00,24.98,0.4863
2025-01-01 20:15:00,24.26,0.48832
2025-01-01 20:20:00,23.74,0.4903
2025-01-01 20:25:00,23.8,0.49228
2025-01-01 20:30:00,23.34,0.49423
2025-01-01 20:35:00,24.24,0.49625
2025-01-01 20:40:00,22.84,0.49815
2025-01-01 20:45:00,23.39,0.5001
2025-01-01 20:50:00,23.61,0.50207
2025-01-01 20:55:00,24.97,0.50415
2025-01-01 21:00:00,25.18,0.50625
2025-01-01 21:05:00,25.11,0.50834
2025-01-01 21:10:00,23.91,0.51033
2025-01-01 21:15:00,24.08,0.51234
2025-01-01 21:20:00,23.94,0.51434
2025-01-01 21:25:00,24.17,0.51635
2025-01-01 21:30:00,24.15,0.51836
2025-01-01 21:35:00,22.9,0.52027
2025-01-01 21:40:00,23.96,0.52227
2025-01-01 21:45:00,23.81,0.52425
2025-01-01 21:50:00,23.16,0.52618
2025-01-01 21:55:00,25.16,0.52828
2025-01-01 22:00:00,23.4,0.53023
2025-01-01 22:05:00,22.96,0.53214
2025-01-01 22:10:00,24.1,0.53415
2025-01-01 22:15:00,24.65,0.5362
2025-01-01 22:20:00,23.63,0.53817
2025-01-01 22:25:00,24.56,0.54022
2025-01-01 22:30:00,23.31,0.54216
2025-01-01 22:35:00,24.79,0.54423
2025-01-01 22:40:00,23.25,0.54616
2025-01-01 22:45:00,23.56,0.54813
2025-01-01 22:50:00,23.85,0.55012
2025-01-01 22:55:00,24.35,0.55214
2025-01-01 23:00:00,24.29,0.55417
2025-01-01 23:05:00,23.98,0.55617
2025-01-01 23:10:00,23.77,0.55815
2025-01-01 23:15:00,24.06,0.56015
2025-01-01 23:20:00,25.01,0.56224
2025-01-01 23:25:00,23.88,0.56423
2025-01-01 23:30:00,22.96,0.56614
2025-01-01 23:35:00,25.0,0.56822
2025-01-01 23:40:00,23.52,0.57018
2025-01-01 23:45:00,22.86,0.57209
2025-01-01 23:50:00,22.83,0.57399
2025-01-01 23:55:00,24.28,0.57602
2025-01-02 00:00:00,22.99,0.57793
2025-01-02 00:05:00,22.98,0.57985
2025-01-02 00:10:00,23.86,0.58184
2025-01-02 00:15:00,23.66,0.58381
2025-01-02 00:20:00,23.63,0.58578
2025-01-02 00:25:00,25.04,0.58786
2025-01-02 00:30:00,23.87,0.58985
2025-01-02 00:35:00,24.96,0.59193
2025-01-02 00:40:00,24.32,0.59396
2025-01-02 00:45:00,23.76,0.59594
2025-01-02 00:50:00,23.16,0.59787
2025-01-02 00:55:00,23.89,0.59986
2025-01-02 01:00:00,22.95,0.60177
2025-01-02 01:05:00,23.83,0.60376
2025-01-02 01:10:00,23.38,0.60571
2025-01-02 01:15:00,23.63,0.60768
2025-01-02 01:20:00,23.62,0.60964
2025-01-02 01:25:00,23.55,0.61161
2025-01-02 01:30:00,23.25,0.61354
2025-01-02 01:35:00,24.22,0.61556
2025-01-02 01:40:00,23.23,0.6175
2025-01-02 01:45:00,22.22,0.61935
2025-01-02 01:50:00,23.89,0.62134
2025-01-02 01:55:00,23.69,0.62331
2025-01-02 02:00:00,24.48,0.62535
2025-01-02 02:05:00,22.87,0.62726
2025-01-02 02:10:00,23.44,0.62921
2025-01-02 02:15:00,24.4,0.63125
2025-01-02 02:20:00,24.36,0.63328
2025-01-02 02:25:00,24.24,0.6353
2025-01-02 02:30:00,24.06,0.6373
2025-01-02 02:35:00,23.66,0.63927
2025-01-02 02:40:00,23.76,0.64125
2025-01-02 02:45:00,25.07,0.64334
2025-01-02 02:50:00,25.14,0.64544
2025-01-02 02:55:00,23.83,0.64742
2025-01-02 03:00:00,23.38,0.64937
2025-01-02 03:05:00,24.58,0.65142
2025-01-02 03:10:00,23.57,0.65338
2025-01-02 03:15:00,23.56,0.65535
2025-01-02 03:20:00,24.12,0.65736
2025-01-02 03:25:00,23.72,0.65933
2025-01-02 03:30:00,23.94,0.66133
2025-01-02 03:35:00,22.89,0.66324
2025-01-02 03:40:00,23.71,0.66521
2025-01-02 03:45:00,24.01,0.66721
2025-01-02 03:50:00,23.51,0.66917
2025-01-02 03:55:00,24.11,0.67118
2025-01-02 04:00:00,23.63,0.67315
2025-01-02 04:05:00,23.35,0.6751
2025-01-02 04:10:00,24.43,0.67713
2025-01-02 04:15:00,23.15,0.67906
2025-01-02 04:20:00,24.27,0.68108
2025-01-02 04:25:00,23.46,0.68304
2025-01-02 04:30:00,22.9,0.68495
2025-01-02 04:35:00,24.9,0.68702
2025-01-02 04:40:00,23.62,0.68899
2025-01-02 04:45:00,25.08,0.69108
2025-01-02 04:50:00,23.76,0.69306
2025-01-02 04:55:00,23.96,0.69506
2025-01-02 05:00:00,22.96,0.69697
2025-01-02 05:05:00,24.1,0.69898
2025-01-02 05:10:00,23.39,0.70093
2025-01-02 05:15:00,24.42,0.70296
2025-01-02 05:20:00,25.04,0.70505
2025-01-02 05:25:00,24.91,0.70713
2025-01-02 05:30:00,23.91,0.70912
2025-01-02 05:35:00,24.06,0.71112
2025-01-02 05:40:00,24.07,0.71313
2025-01-02 05:45:00,23.87,0.71512
2025-01-02 05:50:00,22.99,0.71703
2025-01-02 05:55:00,24.55,0.71908
2025-01-02 06:00:00,25.0,0.72116
2025-01-02 06:05:00,23.29,0.7231
2025-01-02 06:10:00,23.65,0.72507
2025-01-02 06:15:00,23.75,0.72705
2025-01-02 06:20:00,25.12,0.72915
2025-01-02 06:25:00,22.88,0.73105
2025-01-02 06:30:00,23.73,0.73303
2025-01-02 06:35:00,24.83,0.7351
2025-01-02 06:40:00,24.77,0.73716
2025-01-02 06:45:00,23.57,0.73913
2025-01-02 06:50:00,24.94,0.74121
2025-01-02 06:55:00,23.28,0.74315
2025-01-02 07:00:00,23.23,0.74508
2025-01-02 07:05:00,23.65,0.74705
2025-01-02 07:10:00,23.86,0.74904
2025-01-02 07:15:00,24.96,0.75112
2025-01-02 07:20:00,24.46,0.75316
2025-01-02 07:25:00,24.98,0.75524
2025-01-02 07:30:00,24.93,0.75732
2025-01-02 07:35:00,23.82,0.7593
2025-01-02 07:40:00,22.89,0.76121
2025-01-02 07:45:00,23.59,0.76318
2025-01-02 07:50:00,24.96,0.76526
2025-01-02 07:55:00,23.73,0.76723
2025-01-02 08:00:00,24.39,0.76927
2025-01-02 08:05:00,24.66,0.77132
2025-01-02 08:10:00,24.87,0.77339
2025-01-02 08:15:00,24.19,0.77541
2025-01-02 08:20:00,23.01,0.77733
2025-01-02 08:25:00,24.7,0.77939
2025-01-02 08:30:00,24.14,0.7814
2025-01-02 08:35:00,23.93,0.78339
2025-01-02 08:40:00,23.26,0.78533
2025-01-02 08:45:00,23.07,0.78725
2025-01-02 08:50:00,23.43,0.78921
2025-01-02 08:55:00,24.23,0.79122
2025-01-02 09:00:00,23.59,0.79319
2025-01-02 09:05:00,23.92,0.79518
2025-01-02 09:10:00,22.91,0.79709
2025-01-02 09:15:00,23.11,0.79902
2025-01-02 09:20:00,23.4,0.80097
2025-01-02 09:25:00,23.94,0.80296
2025-01-02 09:30:00,23.02,0.80488
2025-01-02 09:35:00,23.72,0.80686
2025-01-02 09:40:00,23.31,0.8088
2025-01-02 09:45:00,22.96,0.81071
2025-01-02 09:50:00,24.09,0.81272
2025-01-02 09:55:00,22.78,0.81462
2025-01-02 10:00:00,23.74,0.8166
2025-01-02 10:05:00,23.72,0.81858
2025-01-02 10:10:00,23.65,0.82055
2025-01-02 10:15:00,24.22,0.82256
2025-01-02 10:20:00,24.97,0.82465
2025-01-02 10:25:00,24.49,0.82669
2025-01-02 10:30:00,25.18,0.82879
2025-01-02 10:35:00,24.19,0.8308
2025-01-02 10:40:00,23.04,0.83272
2025-01-02 10:45:00,24.44,0.83476
2025-01-02 10:50:00,23.22,0.83669
2025-01-02 10:55:00,24.63,0.83875
2025-01-02 11:00:00,25.06,0.84083
2025-01-02 11:05:00,22.82,0.84274
2025-01-02 11:10:00,24.7,0.84479
2025-01-02 11:15:00,23.11,0.84672
2025-01-02 11:20:00,25.05,0.84881
2025-01-02 11:25:00,24.74,0.85087
2025-01-02 11:30:00,23.93,0.85286
2025-01-02 11:35:00,23.38,0.85481
2025-01-02 11:40:00,23.58,0.85678
2025-01-02 11:45:00,23.69,0.85875
2025-01-02 11:50:00,22.91,0.86066
2025-01-02 11:55:00,23.68,0.86263
2025-01-02 12:00:00,25.1,0.86472
2025-01-02 12:05:00,23.58,0.86669
2025-01-02 12:10:00,24.73,0.86875
2025-01-02 12:15:00,23.57,0.87071
2025-01-02 12:20:00,25.15,0.87281
2025-01-02 12:25:00,23.21,0.87474
2025-01-02 12:30:00,23.65,0.87672
2025-01-02 12:35:00,23.69,0.87869
2025-01-02 12:40:00,23.14,0.88062
2025-01-02 12:45:00,22.93,0.88253
2025-01-02 12:50:00,24.78,0.88459
2025-01-02 12:55:00,24.32,0.88662
2025-01-02 13:00:00,22.8,0.88852
2025-01-02 13:05:00,24.07,0.89053
2025-01-02 13:10:00,23.64,0.8925
2025-01-02 13:15:00,23.5,0.89445
2025-01-02 13:20:00,23.54,0.89642
2025-01-02 13:25:00,25.03,0.8985
2025-01-02 13:30:00,24.05,0.90051
2025-01-02 13:35:00,24.1,0.90252
2025-01-02 13:40:00,23.23,0.90445
2025-01-02 13:45:00,23.85,0.90644
2025-01-02 13:50:00,24.87,0.90851
2025-01-02 13:55:00,22.93,0.91042
2025-01-02 14:00:00,24.14,0.91243
2025-01-02 14:05:00,23.98,0.91443
2025-01-02 14:10:00,24.63,0.91649
2025-01-02 14:15:00,23.48,0.91844
2025-01-02 14:20:00,23.45,0.9204
2025-01-02 14:25:00,23.69,0.92237
2025-01-02 14:30:00,25.2,0.92447
2025-01-02 14:35:00,23.71,0.92645
2025-01-02 14:40:00,23.67,0.92842
2025-01-02 14:45:00,24.95,0.9305
2025-01-02 14:50:00,24.69,0.93256
2025-01-02 14:55:00,24.09,0.93456
2025-01-02 15:00:00,23.74,0.93654
2025-01-02 15:05:00,24.95,0.93862
2025-01-02 15:10:00,23.44,0.94057
2025-01-02 15:15:00,23.98,0.94257
2025-01-02 15:20:00,23.12,0.9445
2025-01-02 15:25:00,22.96,0.94641
2025-01-02 15:30:00,24.75,0.94847
2025-01-02 15:35:00,24.16,0.95049
2025-01-02 15:40:00,24.75,0.95255
2025-01-02 15:45:00,24.58,0.9546
2025-01-02 15:50:00,22.91,0.95651
2025-01-02 15:55:00,23.86,0.9585
2025-01-02 16:00:00,24.8,0.96056
2025-01-02 16:05:00,25.03,0.96265
2025-01-02 16:10:00,24.1,0.96466
2025-01-02 16:15:00,24.81,0.96672
2025-01-02 16:20:00,24.08,0.96873
2025-01-02 16:25:00,24.43,0.97077
2025-01-02 16:30:00,24.94,0.97284
2025-01-02 16:35:00,22.88,0.97475
2025-01-02 16:40:00,24.49,0.97679
2025-01-02 16:45:00,24.91,0.97887
2025-01-02 16:50:00,23.15,0.9808
2025-01-02 16:55:00,23.26,0.98273
2025-01-02 17:00:00,24.58,0.98478
2025-01-02 17:05:00,22.9,0.98669
2025-01-02 17:10:00,23.67,0.98866
2025-01-02 17:15:00,24.64,0.99072
2025-01-02 17:20:00,23.17,0.99265
2025-01-02 17:25:00,24.38,0.99468
2025-01-02 17:30:00,24.29,0.99671
2025-01-02 17:35:00,23.29,0.99865
2025-01-02 17:40:00,23.7,1.00062
2025-01-02 17:45:00,24.83,1.00269
2025-01-02 17:50:00,23.02,1.00461
2025-01-02 17:55:00,24.17,1.00662
2025-01-02 18:00:00,24.3,1.00865
2025-01-02 18:05:00,23.08,1.01057
2025-01-02 18:10:00,23.53,1.01253
2025-01-02 18:15:00,24.94,1.01461
2025-01-02 18:20:00,24.18,1.01663
2025-01-02 18:25:00,23.81,1.01861
2025-01-02 18:30:00,23.89,1.0206
2025-01-02 18:35:00,24.21,1.02262
2025-01-02 18:40:00,24.36,1.02465
2025-01-02 18:45:00,23.5,1.02661
2025-01-02 18:50:00,23.7,1.02858
2025-01-02 18:55:00,23.96,1.03058
2025-01-02 19:00:00,24.45,1.03262
2025-01-02 19:05:00,22.91,1.03453
2025-01-02 19:10:00,25.07,1.03661
2025-01-02 19:15:00,24.02,1.03862
2025-01-02 19:20:00,25.03,1.0407
2025-01-02 19:25:00,22.86,1.04261
2025-01-02 19:30:00,23.09,1.04453
2025-01-02 19:35:00,24.95,1.04661
2025-01-02 19:40:00,23.59,1.04858
2025-01-02 19:45:00,23.96,1.05057
2025-01-02 19:50:00,22.93,1.05248
2025-01-02 19:55:00,23.54,1.05445
2025-01-02 20:00:00,24.83,1.05651
2025-01-02 20:05:00,23.55,1.05848
2025-01-02 20:10:00,24.59,1.06053
2025-01-02 20:15:00,22.85,1.06243
2025-01-02 20:20:00,24.45,1.06447
2025-01-02 20:25:00,24.15,1.06648
2025-01-02 20:30:00,23.16,1.06841
2025-01-02 20:35:00,25.12,1.0705
2025-01-02 20:40:00,23.74,1.07248
2025-01-02 20:45:00,23.9,1.07447
2025-01-02 20:50:00,23.01,1.07639
2025-01-02 20:55:00,24.12,1.0784
2025-01-02 21:00:00,24.59,1.08045
2025-01-02 21:05:00,25.16,1.08255
2025-01-02 21:10:00,23.78,1.08453
2025-01-02 21:15:00,23.9,1.08652
2025-01-02 21:20:00,23.59,1.08849
2025-01-02 21:25:00,23.86,1.09048
2025-01-02 21:30:00,25.04,1.09256
2025-01-02 21:35:00,23.08,1.09449
2025-01-02 21:40:00,24.37,1.09652
2025-01-02 21:45:00,25.07,1.09861
2025-01-02 21:50:00,24.19,1.10062
2025-01-02 21:55:00,23.97,1.10262
2025-01-02 22:00:00,23.28,1.10456
2025-01-02 22:05:00,24.25,1.10658
2025-01-02 22:10:00,24.07,1.10859
2025-01-02 22:15:00,24.77,1.11065
2025-01-02 22:20:00,23.43,1.1126
2025-01-02 22:25:00,23.67,1.11458
2025-01-02 22:30:00,23.41,1.11653
2025-01-02 22:35:00,24.89,1.1186
2025-01-02 22:40:00,24.04,1.1206
2025-01-02 22:45:00,24.97,1.12268
2025-01-02 22:50:00,23.72,1.12466
2025-01-02 22:55:00,24.81,1.12673
2025-01-02 23:00:00,22.91,1.12864
2025-01-02 23:05:00,23.93,1.13063
2025-01-02 23:10:00,24.91,1.13271
2025-01-02 23:15:00,25.14,1.1348
2025-01-02 23:20:00,24.02,1.13681
2025-01-02 23:25:00,23.55,1.13877
2025-01-02 23:30:00,24.46,1.14081
2025-01-02 23:35:00,22.8,1.14271
2025-01-02 23:40:00,24.35,1.14474
2025-01-02 23:45:00,24.43,1.14677
2025-01-02 23:50:00,23.2,1.1487
2025-01-02 23:55:00,23.35,1.15065
2025-01-03 00:00:00,24.04,1.15265
2025-01-03 00:05:00,24.52,1.1547
2025-01-03 00:10:00,24.47,1.15674
2025-01-03 00:15:00,23.21,1.15867
2025-01-03 00:20:00,24.01,1.16067
2025-01-03 00:25:00,24.61,1.16272
2025-01-03 00:30:00,25.11,1.16482
2025-01-03 00:35:00,24.37,1.16685
2025-01-03 00:40:00,23.62,1.16881
2025-01-03 00:45:00,24.48,1.17085
2025-01-03 00:50:00,23.31,1.1728
2025-01-03 00:55:00,24.74,1.17486
2025-01-03 01:00:00,23.2,1.17679
2025-01-03 01:05:00,24.74,1.17885
2025-01-03 01:10:00,24.13,1.18087
2025-01-03 01:15:00,25.08,1.18296
2025-01-03 01:20:00,24.89,1.18503
2025-01-03 01:25:00,23.45,1.18698
2025-01-03 01:30:00,23.61,1.18895
2025-01-03 01:35:00,24.96,1.19103
2025-01-03 01:40:00,24.67,1.19309
2025-01-03 01:45:00,24.66,1.19514
2025-01-03 01:50:00,23.28,1.19708
2025-01-03 01:55:00,23.72,1.19906
2025-01-03 02:00:00,24.6,1.20111
2025-01-03 02:05:00,23.89,1.2031
2025-01-03 02:10:00,23.32,1.20504
2025-01-03 02:15:00,24.94,1.20712
2025-01-03 02:20:00,24.14,1.20913
2025-01-03 02:25:00,24.33,1.21116
2025-01-03 02:30:00,24.14,1.21317
2025-01-03 02:35:00,24.74,1.21523
2025-01-03 02:40:00,24.83,1.2173
2025-01-03 02:45:00,24.17,1.21932
2025-01-03 02:50:00,22.91,1.22122
2025-01-03 02:55:00,24.29,1.22325
2025-01-03 03:00:00,22.89,1.22516
2025-01-03 03:05:00,24.22,1.22717
2025-01-03 03:10:00,24.92,1.22925
2025-01-03 03:15:00,24.18,1.23127
2025-01-03 03:20:00,23.38,1.23321
2025-01-03 03:25:00,23.72,1.23519
2025-01-03 03:30:00,24.61,1.23724
2025-01-03 03:35:00,24.82,1.23931
2025-01-03 03:40:00,23.72,1.24129
2025-01-03 03:45:00,25.14,1.24338
2025-01-03 03:50:00,22.96,1.2453
2025-01-03 03:55:00,23.72,1.24727
2025-01-03 04:00:00,23.83,1.24926
2025-01-03 04:05:00,24.46,1.2513
2025-01-03 04:10:00,24.0,1.2533
2025-01-03 04:15:00,25.19,1.2554
2025-01-03 04:20:00,23.39,1.25734
2025-01-03 04:25:00,25.01,1.25943
2025-01-03 04:30:00,23.72,1.26141
2025-01-03 04:35:00,22.85,1.26331
2025-01-03 04:40:00,22.95,1.26522
2025-01-03 04:45:00,25.08,1.26731
