timestamp,power(W),energy(kWh)
1/1/2025 6:15,22.91,0.15256
1/1/2025 6:20,24.98,0.15465
1/1/2025 6:25,23.39,0.15659
1/1/2025 6:30,24.16,0.15861
1/1/2025 6:35,23,0.16052
1/1/2025 6:40,23.63,0.16249
1/1/2025 6:45,24.04,0.1645
1/1/2025 6:50,24,0.1665
1/1/2025 6:55,23.88,0.16849
1/1/2025 7:00,23.66,0.17046
1/1/2025 7:05,23.62,0.17243
1/1/2025 7:10,24.85,0.1745
1/1/2025 7:15,24.12,0.17651
1/1/2025 7:20,22.81,0.17841
1/1/2025 7:25,24.35,0.18044
1/1/2025 7:30,23.7,0.18241
1/1/2025 7:35,24.03,0.18442
1/1/2025 7:40,23.4,0.18637
1/1/2025 7:45,23.44,0.18832
1/1/2025 7:50,24.64,0.19037
1/1/2025 7:55,25.09,0.19246
1/1/2025 8:00,23.11,0.19439
1/1/2025 8:05,22.92,0.1963
1/1/2025 8:10,23.79,0.19828
1/1/2025 8:15,24.33,0.20031
1/1/2025 8:20,24.05,0.20231
1/1/2025 8:25,23.72,0.20429
1/1/2025 8:30,24.88,0.20636
1/1/2025 8:35,24.89,0.20844
1/1/2025 8:40,24.17,0.21045
1/1/2025 8:45,24.92,0.21253
1/1/2025 8:50,23.89,0.21452
1/1/2025 8:55,24.32,0.21655
1/1/2025 9:00,22.97,0.21846
1/1/2025 9:05,24.08,0.22047
1/1/2025 9:10,24.3,0.22249
1/1/2025 9:15,24.47,0.22453
1/1/2025 9:20,23.09,0.22646
1/1/2025 9:25,24.65,0.22851
1/1/2025 9:30,24.26,0.23053
1/1/2025 9:35,23.75,0.23251
1/1/2025 9:40,25.19,0.23461
1/1/2025 9:45,24.29,0.23663
1/1/2025 9:50,25.05,0.23872
1/1/2025 9:55,23.92,0.24071
1/1/2025 10:00,23.3,0.24266
1/1/2025 10:05,24.47,0.2447
1/1/2025 10:10,22.71,0.24659
1/1/2025 10:15,23.33,0.24853
1/1/2025 10:20,24.3,0.25056
1/1/2025 10:25,22.85,0.25246
1/1/2025 10:30,24.61,0.25451
1/1/2025 10:35,25.01,0.2566
1/1/2025 10:40,23.96,0.25859
1/1/2025 10:45,24.99,0.26068
1/1/2025 10:50,24.67,0.26273
1/1/2025 10:55,25.2,0.26483
1/1/2025 11:00,22.81,0.26673
1/1/2025 11:05,24.22,0.26875
1/1/2025 11:10,24.83,0.27082
1/1/2025 11:15,24.84,0.27289
1/1/2025 11:20,23.64,0.27486
1/1/2025 11:25,23.43,0.27681
1/1/2025 11:30,23.33,0.27876
1/1/2025 11:35,24.39,0.28079
1/1/2025 11:40,23.81,0.28277
1/1/2025 11:45,23.36,0.28472
1/1/2025 11:50,24.47,0.28676
1/1/2025 11:55,23.72,0.28874
1/1/2025 12:00,23.74,0.29072
1/1/2025 12:05,23.26,0.29265
1/1/2025 12:10,22.96,0.29457
1/1/2025 12:15,25.11,0.29666
1/1/2025 12:20,24.25,0.29868
1/1/2025 12:25,24.17,0.30069
1/1/2025 12:30,22.97,0.30261
1/1/2025 12:35,23.88,0.3046
1/1/2025 12:40,23.39,0.30655
1/1/2025 12:45,24.84,0.30862
1/1/2025 12:50,22.91,0.31053
1/1/2025 12:55,23.36,0.31247
1/1/2025 13:00,24.97,0.31455
1/1/2025 13:05,24.65,0.31661
1/1/2025 13:10,24.26,0.31863
1/1/2025 13:15,25.11,0.32072
1/1/2025 13:20,23.62,0.32269
1/1/2025 13:25,24.04,0.32469
1/1/2025 13:30,23.3,0.32664
1/1/2025 13:35,24.85,0.32871
1/1/2025 13:40,24.52,0.33075
1/1/2025 13:45,23.84,0.33274
1/1/2025 13:50,23.34,0.33468
1/1/2025 13:55,24.82,0.33675
1/1/2025 14:00,24.63,0.3388
1/1/2025 14:05,23.84,0.34079
1/1/2025 14:10,24.72,0.34285
1/1/2025 14:15,23.77,0.34483
1/1/2025 14:20,24.06,0.34684
1/1/2025 14:25,23.21,0.34877
1/1/2025 14:30,23.21,0.3507
1/1/2025 14:35,23.9,0.35269
1/1/2025 14:40,24.19,0.35471
1/1/2025 14:45,23.17,0.35664
1/1/2025 14:50,23.38,0.35859
1/1/2025 14:55,23.65,0.36056
1/1/2025 15:00,23.09,0.36248
1/1/2025 15:05,24.64,0.36454
1/1/2025 15:10,22.84,0.36644
1/1/2025 15:15,24.53,0.36849
1/1/2025 15:20,24.62,0.37054
1/1/2025 15:25,22.98,0.37245
1/1/2025 15:30,24.92,0.37453
1/1/2025 15:35,24.13,0.37654
1/1/2025 15:40,23.39,0.37849
1/1/2025 15:45,25.01,0.38057
1/1/2025 15:50,23.2,0.38251
1/1/2025 15:55,24.27,0.38453
1/1/2025 16:00,24.63,0.38658
1/1/2025 16:05,24.62,0.38863
1/1/2025 16:10,23.76,0.39061
1/1/2025 16:15,23.92,0.39261
1/1/2025 16:20,23.19,0.39454
1/1/2025 16:25,22.87,0.39644
1/1/2025 16:30,22.91,0.39835
1/1/2025 16:35,24.72,0.40041
1/1/2025 16:40,24.86,0.40248
1/1/2025 16:45,23.03,0.4044
1/1/2025 16:50,23.9,0.4064
1/1/2025 16:55,23.53,0.40836
1/1/2025 17:00,24.42,0.41039
1/1/2025 17:05,24,0.41239
1/1/2025 17:10,23.94,0.41439
1/1/2025 17:15,24.34,0.41641
1/1/2025 17:20,23.6,0.41838
1/1/2025 17:25,24.81,0.42045
1/1/2025 17:30,24.52,0.42249
1/1/2025 17:35,23.61,0.42446
1/1/2025 17:40,24.25,0.42648
1/1/2025 17:45,24,0.42848
1/1/2025 17:50,24.23,0.4305
1/1/2025 17:55,24.94,0.43258
1/1/2025 18:00,24.18,0.43459
1/1/2025 18:05,23.23,0.43653
1/1/2025 18:10,22.82,0.43843
1/1/2025 18:15,24.78,0.44049
1/1/2025 18:20,24.86,0.44257
1/1/2025 18:25,24.11,0.44457
1/1/2025 18:30,24.86,0.44665
1/1/2025 18:35,24.67,0.4487
1/1/2025 18:40,23.15,0.45063
1/1/2025 18:45,23.36,0.45258
1/1/2025 18:50,24.12,0.45459
1/1/2025 18:55,23.98,0.45659
1/1/2025 19:00,23.99,0.45859
1/1/2025 19:05,23.41,0.46054
1/1/2025 19:10,23.76,0.46252
1/1/2025 19:15,23,0.46443
1/1/2025 19:20,23.63,0.4664
1/1/2025 19:25,23.43,0.46836
1/1/2025 19:30,24.42,0.47039
1/1/2025 19:35,23.55,0.47235
1/1/2025 19:40,23.18,0.47428
1/1/2025 19:45,23.17,0.47622
1/1/2025 19:50,22.84,0.47812
1/1/2025 19:55,23.74,0.4801
1/1/2025 20:00,25.06,0.48219
1/1/2025 20:05,24.4,0.48422
1/1/2025 20:10,24.98,0.4863
1/1/2025 20:15,24.26,0.48832
1/1/2025 20:20,23.74,0.4903
1/1/2025 20:25,23.8,0.49228
1/1/2025 20:30,23.34,0.49423
1/1/2025 20:35,24.24,0.49625
1/1/2025 20:40,22.84,0.49815
1/1/2025 20:45,23.39,0.5001
1/1/2025 20:50,23.61,0.50207
1/1/2025 20:55,24.97,0.50415
1/1/2025 21:00,25.18,0.50625
1/1/2025 21:05,25.11,0.50834
1/1/2025 21:10,23.91,0.51033
1/1/2025 21:15,24.08,0.51234
1/1/2025 21:20,23.94,0.51434
1/1/2025 21:25,24.17,0.51635
1/1/2025 21:30,24.15,0.51836
1/1/2025 21:35,22.9,0.52027
1/1/2025 21:40,23.96,0.52227
1/1/2025 21:45,23.81,0.52425
1/1/2025 21:50,23.16,0.52618
1/1/2025 21:55,25.16,0.52828
1/1/2025 22:00,23.4,0.53023
1/1/2025 22:05,22.96,0.53214
1/1/2025 22:10,24.1,0.53415
1/1/2025 22:15,24.65,0.5362
1/1/2025 22:20,23.63,0.53817
1/1/2025 22:25,24.56,0.54022
1/1/2025 22:30,23.31,0.54216
1/1/2025 22:35,24.79,0.54423
1/1/2025 22:40,23.25,0.54616
1/1/2025 22:45,23.56,0.54813
1/1/2025 22:50,23.85,0.55012
1/1/2025 22:55,24.35,0.55214
1/1/2025 23:00,24.29,0.55417
1/1/2025 23:05,23.98,0.55617
1/1/2025 23:10,23.77,0.55815
1/1/2025 23:15,24.06,0.56015
1/1/2025 23:20,25.01,0.56224
1/1/2025 23:25,23.88,0.56423
1/1/2025 23:30,22.96,0.56614
1/1/2025 23:35,25,0.56822
1/1/2025 23:40,23.52,0.57018
1/1/2025 23:45,22.86,0.57209
1/1/2025 23:50,22.83,0.57399
1/1/2025 23:55,24.28,0.57602
1/2/2025 0:00,22.99,0.57793
1/2/2025 0:05,22.98,0.57985
1/2/2025 0:10,23.86,0.58184
1/2/2025 0:15,23.66,0.58381
1/2/2025 0:20,23.63,0.58578
1/2/2025 0:25,25.04,0.58786
1/2/2025 0:30,23.87,0.58985
1/2/2025 0:35,24.96,0.59193
1/2/2025 0:40,24.32,0.59396
1/2/2025 0:45,23.76,0.59594
1/2/2025 0:50,23.16,0.59787
1/2/2025 0:55,23.89,0.59986
1/2/2025 1:00,22.95,0.60177
1/2/2025 1:05,23.83,0.60376
1/2/2025 1:10,23.38,0.60571
1/2/2025 1:15,23.63,0.60768
1/2/2025 1:20,23.62,0.60964
1/2/2025 1:25,23.55,0.61161
1/2/2025 1:30,23.25,0.61354
1/2/2025 1:35,24.22,0.61556
1/2/2025 1:40,23.23,0.6175
1/2/2025 1:45,22.22,0.61935
1/2/2025 1:50,23.89,0.62134
1/2/2025 1:55,23.69,0.62331
1/2/2025 2:00,24.48,0.62535
1/2/2025 2:05,22.87,0.62726
1/2/2025 2:10,23.44,0.62921
1/2/2025 2:15,24.4,0.63125
1/2/2025 2:20,24.36,0.63328
1/2/2025 2:25,24.24,0.6353
1/2/2025 2:30,24.06,0.6373
1/2/2025 2:35,23.66,0.63927
1/2/2025 2:40,23.76,0.64125
1/2/2025 2:45,25.07,0.64334
1/2/2025 2:50,25.14,0.64544
1/2/2025 2:55,23.83,0.64742
1/2/2025 3:00,23.38,0.64937
1/2/2025 3:05,24.58,0.65142
1/2/2025 3:10,23.57,0.65338
1/2/2025 3:15,23.56,0.65535
1/2/2025 3:20,24.12,0.65736
1/2/2025 3:25,23.72,0.65933
1/2/2025 3:30,23.94,0.66133
1/2/2025 3:35,22.89,0.66324
1/2/2025 3:40,23.71,0.66521
1/2/2025 3:45,24.01,0.66721
1/2/2025 3:50,23.51,0.66917
1/2/2025 3:55,24.11,0.67118
1/2/2025 4:00,23.63,0.67315
1/2/2025 4:05,23.35,0.6751
1/2/2025 4:10,24.43,0.67713
1/2/2025 4:15,23.15,0.67906
1/2/2025 4:20,24.27,0.68108
1/2/2025 4:25,23.46,0.68304
1/2/2025 4:30,22.9,0.68495
1/2/2025 4:35,24.9,0.68702
1/2/2025 4:40,23.62,0.68899
1/2/2025 4:45,25.08,0.69108
1/2/2025 4:50,23.76,0.69306
1/2/2025 4:55,23.96,0.69506
1/2/2025 5:00,22.96,0.69697
1/2/2025 5:05,24.1,0.69898
1/2/2025 5:10,23.39,0.70093
1/2/2025 5:15,24.42,0.70296
1/2/2025 5:20,25.04,0.70505
1/2/2025 5:25,24.91,0.70713
1/2/2025 5:30,23.91,0.70912
1/2/2025 5:35,24.06,0.71112
1/2/2025 5:40,24.07,0.71313
1/2/2025 5:45,23.87,0.71512
1/2/2025 5:50,22.99,0.71703
1/2/2025 5:55,24.55,0.71908
1/2/2025 6:00,25,0.72116
1/2/2025 6:05,23.29,0.7231
1/2/2025 6:10,23.65,0.72507
1/2/2025 6:15,23.75,0.72705
1/2/2025 6:20,25.12,0.72915
1/2/2025 6:25,22.88,0.73105
1/2/2025 6:30,23.73,0.73303
1/2/2025 6:35,24.83,0.7351
1/2/2025 6:40,24.77,0.73716
1/2/2025 6:45,23.57,0.73913
1/2/2025 6:50,24.94,0.74121
1/2/2025 6:55,23.28,0.74315
1/2/2025 7:00,23.23,0.74508
1/2/2025 7:05,23.65,0.74705
1/2/2025 7:10,23.86,0.74904
1/2/2025 7:15,24.96,0.75112
1/2/2025 7:20,24.46,0.75316
1/2/2025 7:25,24.98,0.75524
1/2/2025 7:30,24.93,0.75732
1/2/2025 7:35,23.82,0.7593
1/2/2025 7:40,22.89,0.76121
1/2/2025 7:45,23.59,0.76318
1/2/2025 7:50,24.96,0.76526
1/2/2025 7:55,23.73,0.76723
1/2/2025 8:00,24.39,0.76927
1/2/2025 8:05,24.66,0.77132
1/2/2025 8:10,24.87,0.77339
1/2/2025 8:15,24.19,0.77541
1/2/2025 8:20,23.01,0.77733
1/2/2025 8:25,24.7,0.77939
1/2/2025 8:30,24.14,0.7814
1/2/2025 8:35,23.93,0.78339
1/2/2025 8:40,23.26,0.78533
1/2/2025 8:45,23.07,0.78725
1/2/2025 8:50,23.43,0.78921
1/2/2025 8:55,24.23,0.79122
1/2/2025 9:00,23.59,0.79319
1/2/2025 9:05,23.92,0.79518
1/2/2025 9:10,22.91,0.79709
1/2/2025 9:15,23.11,0.79902
1/2/2025 9:20,23.4,0.80097
1/2/2025 9:25,23.94,0.80296
1/2/2025 9:30,23.02,0.80488
1/2/2025 9:35,23.72,0.80686
1/2/2025 9:40,23.31,0.8088
1/2/2025 9:45,22.96,0.81071
1/2/2025 9:50,24.09,0.81272
1/2/2025 9:55,22.78,0.81462
1/2/2025 10:00,23.74,0.8166
1/2/2025 10:05,23.72,0.81858
1/2/2025 10:10,23.65,0.82055
1/2/2025 10:15,24.22,0.82256
1/2/2025 10:20,24.97,0.82465
1/2/2025 10:25,24.49,0.82669
1/2/2025 10:30,25.18,0.82879
1/2/2025 10:35,24.19,0.8308
1/2/2025 10:40,23.04,0.83272
1/2/2025 10:45,24.44,0.83476
1/2/2025 10:50,23.22,0.83669
1/2/2025 10:55,24.63,0.83875
1/2/2025 11:00,25.06,0.84083
1/2/2025 11:05,22.82,0.84274
1/2/2025 11:10,24.7,0.84479
1/2/2025 11:15,23.11,0.84672
1/2/2025 11:20,25.05,0.84881
1/2/2025 11:25,24.74,0.85087
1/2/2025 11:30,23.93,0.85286
1/2/2025 11:35,23.38,0.85481
1/2/2025 11:40,23.58,0.85678
1/2/2025 11:45,23.69,0.85875
1/2/2025 11:50,22.91,0.86066
1/2/2025 11:55,23.68,0.86263
1/2/2025 12:00,25.1,0.86472
1/2/2025 12:05,23.58,0.86669
1/2/2025 12:10,24.73,0.86875
1/2/2025 12:15,23.57,0.87071
1/2/2025 12:20,25.15,0.87281
1/2/2025 12:25,23.21,0.87474
1/2/2025 12:30,23.65,0.87672
1/2/2025 12:35,23.69,0.87869
1/2/2025 12:40,23.14,0.88062
1/2/2025 12:45,22.93,0.88253
1/2/2025 12:50,24.78,0.88459
1/2/2025 12:55,24.32,0.88662
1/2/2025 13:00,22.8,0.88852
1/2/2025 13:05,24.07,0.89053
1/2/2025 13:10,23.64,0.8925
1/2/2025 13:15,23.5,0.89445
1/2/2025 13:20,23.54,0.89642
1/2/2025 13:25,25.03,0.8985
1/2/2025 13:30,24.05,0.90051
1/2/2025 13:35,24.1,0.90252
1/2/2025 13:40,23.23,0.90445
1/2/2025 13:45,23.85,0.90644
1/2/2025 13:50,24.87,0.90851
1/2/2025 13:55,22.93,0.91042
1/2/2025 14:00,24.14,0.91243
1/2/2025 14:05,23.98,0.91443
1/2/2025 14:10,24.63,0.91649
1/2/2025 14:15,23.48,0.91844
1/2/2025 14:20,23.45,0.9204
1/2/2025 14:25,23.69,0.92237
1/2/2025 14:30,25.2,0.92447
1/2/2025 14:35,23.71,0.92645
1/2/2025 14:40,23.67,0.92842
1/2/2025 14:45,24.95,0.9305
1/2/2025 14:50,24.69,0.93256
1/2/2025 14:55,24.09,0.93456
1/2/2025 15:00,23.74,0.93654
1/2/2025 15:05,24.95,0.93862
1/2/2025 15:10,23.44,0.94057
1/2/2025 15:15,23.98,0.94257
1/2/2025 15:20,23.12,0.9445
1/2/2025 15:25,22.96,0.94641
1/2/2025 15:30,24.75,0.94847
1/2/2025 15:35,24.16,0.95049
1/2/2025 15:40,24.75,0.95255
1/2/2025 15:45,24.58,0.9546
1/2/2025 15:50,22.91,0.95651
1/2/2025 15:55,23.86,0.9585
1/2/2025 16:00,24.8,0.96056
1/2/2025 16:05,25.03,0.96265
1/2/2025 16:10,24.1,0.96466
1/2/2025 16:15,24.81,0.96672
1/2/2025 16:20,24.08,0.96873
1/2/2025 16:25,24.43,0.97077
1/2/2025 16:30,24.94,0.97284
1/2/2025 16:35,22.88,0.97475
1/2/2025 16:40,24.49,0.97679
1/2/2025 16:45,24.91,0.97887
1/2/2025 16:50,23.15,0.9808
1/2/2025 16:55,23.26,0.98273
1/2/2025 17:00,24.58,0.98478
1/2/2025 17:05,22.9,0.98669
1/2/2025 17:10,23.67,0.98866
1/2/2025 17:15,24.64,0.99072
1/2/2025 17:20,23.17,0.99265
1/2/2025 17:25,24.38,0.99468
1/2/2025 17:30,24.29,0.99671
1/2/2025 17:35,23.29,0.99865
1/2/2025 17:40,23.7,1.00062
1/2/2025 17:45,24.83,1.00269
1/2/2025 17:50,23.02,1.00461
1/2/2025 17:55,24.17,1.00662
1/2/2025 18:00,24.3,1.00865
1/2/2025 18:05,23.08,1.01057
1/2/2025 18:10,23.53,1.01253
1/2/2025 18:15,24.94,1.01461
1/2/2025 18:20,24.18,1.01663
1/2/2025 18:25,23.81,1.01861
1/2/2025 18:30,23.89,1.0206
1/2/2025 18:35,24.21,1.02262
1/2/2025 18:40,24.36,1.02465
1/2/2025 18:45,23.5,1.02661
1/2/2025 18:50,23.7,1.02858
1/2/2025 18:55,23.96,1.03058
1/2/2025 19:00,24.45,1.03262
1/2/2025 19:05,22.91,1.03453
1/2/2025 19:10,25.07,1.03661
1/2/2025 19:15,24.02,1.03862
1/2/2025 19:20,25.03,1.0407
1/2/2025 19:25,22.86,1.04261
1/2/2025 19:30,23.09,1.04453
1/2/2025 19:35,24.95,1.04661
1/2/2025 19:40,23.59,1.04858
1/2/2025 19:45,23.96,1.05057
1/2/2025 19:50,22.93,1.05248
1/2/2025 19:55,23.54,1.05445
1/2/2025 20:00,24.83,1.05651
1/2/2025 20:05,23.55,1.05848
1/2/2025 20:10,24.59,1.06053
1/2/2025 20:15,22.85,1.06243
1/2/2025 20:20,24.45,1.06447
1/2/2025 20:25,24.15,1.06648
1/2/2025 20:30,23.16,1.06841
1/2/2025 20:35,25.12,1.0705
1/2/2025 20:40,23.74,1.07248
1/2/2025 20:45,23.9,1.07447
1/2/2025 20:50,23.01,1.07639
1/2/2025 20:55,24.12,1.0784
1/2/2025 21:00,24.59,1.08045
1/2/2025 21:05,25.16,1.08255
1/2/2025 21:10,23.78,1.08453
1/2/2025 21:15,23.9,1.08652
1/2/2025 21:20,23.59,1.08849
1/2/2025 21:25,23.86,1.09048
1/2/2025 21:30,25.04,1.09256
1/2/2025 21:35,23.08,1.09449
1/2/2025 21:40,24.37,1.09652
1/2/2025 21:45,25.07,1.09861
1/2/2025 21:50,24.19,1.10062
1/2/2025 21:55,23.97,1.10262
1/2/2025 22:00,23.28,1.10456
1/2/2025 22:05,24.25,1.10658
1/2/2025 22:10,24.07,1.10859
1/2/2025 22:15,24.77,1.11065
1/2/2025 22:20,23.43,1.1126
1/2/2025 22:25,23.67,1.11458
1/2/2025 22:30,23.41,1.11653
1/2/2025 22:35,24.89,1.1186
1/2/2025 22:40,24.04,1.1206
1/2/2025 22:45,24.97,1.12268
1/2/2025 22:50,23.72,1.12466
1/2/2025 22:55,24.81,1.12673
1/2/2025 23:00,22.91,1.12864
1/2/2025 23:05,23.93,1.13063
1/2/2025 23:10,24.91,1.13271
1/2/2025 23:15,25.14,1.1348
1/2/2025 23:20,24.02,1.13681
1/2/2025 23:25,23.55,1.13877
1/2/2025 23:30,24.46,1.14081
1/2/2025 23:35,22.8,1.14271
1/2/2025 23:40,24.35,1.14474
1/2/2025 23:45,24.43,1.14677
1/2/2025 23:50,23.2,1.1487
1/2/2025 23:55,23.35,1.15065
1/3/2025 0:00,24.04,1.15265
1/3/2025 0:05,24.52,1.1547
1/3/2025 0:10,24.47,1.15674
1/3/2025 0:15,23.21,1.15867
1/3/2025 0:20,24.01,1.16067
1/3/2025 0:25,24.61,1.16272
1/3/2025 0:30,25.11,1.16482
1/3/2025 0:35,24.37,1.16685
1/3/2025 0:40,23.62,1.16881
1/3/2025 0:45,24.48,1.17085
1/3/2025 0:50,23.31,1.1728
1/3/2025 0:55,24.74,1.17486
1/3/2025 1:00,23.2,1.17679
1/3/2025 1:05,24.74,1.17885
1/3/2025 1:10,24.13,1.18087
1/3/2025 1:15,25.08,1.18296
1/3/2025 1:20,24.89,1.18503
1/3/2025 1:25,23.45,1.18698
1/3/2025 1:30,23.61,1.18895
1/3/2025 1:35,24.96,1.19103
1/3/2025 1:40,24.67,1.19309
1/3/2025 1:45,24.66,1.19514
1/3/2025 1:50,23.28,1.19708
1/3/2025 1:55,23.72,1.19906
1/3/2025 2:00,24.6,1.20111
1/3/2025 2:05,23.89,1.2031
1/3/2025 2:10,23.32,1.20504
1/3/2025 2:15,24.94,1.20712
1/3/2025 2:20,24.14,1.20913
1/3/2025 2:25,24.33,1.21116
1/3/2025 2:30,24.14,1.21317
1/3/2025 2:35,24.74,1.21523
1/3/2025 2:40,24.83,1.2173
1/3/2025 2:45,24.17,1.21932
1/3/2025 2:50,22.91,1.22122
1/3/2025 2:55,24.29,1.22325
1/3/2025 3:00,22.89,1.22516
1/3/2025 3:05,24.22,1.22717
1/3/2025 3:10,24.92,1.22925
1/3/2025 3:15,24.18,1.23127
1/3/2025 3:20,23.38,1.23321
1/3/2025 3:25,23.72,1.23519
1/3/2025 3:30,24.61,1.23724
1/3/2025 3:35,24.82,1.23931
1/3/2025 3:40,23.72,1.24129
1/3/2025 3:45,25.14,1.24338
1/3/2025 3:50,22.96,1.2453
1/3/2025 3:55,23.72,1.24727
1/3/2025 4:00,23.83,1.24926
1/3/2025 4:05,24.46,1.2513
1/3/2025 4:10,24,1.2533
1/3/2025 4:15,25.19,1.2554
1/3/2025 4:20,23.39,1.25734
1/3/2025 4:25,25.01,1.25943
1/3/2025 4:30,23.72,1.26141
1/3/2025 4:35,22.85,1.26331
1/3/2025 4:40,22.95,1.26522
1/3/2025 4:45,25.08,1.26731
1/3/2025 4:50,25.6,1.26945
1/3/2025 4:55,23,1.27136
1/3/2025 5:00,23.6,1.27333
1/3/2025 5:05,24.12,1.27534
1/3/2025 5:10,23.63,1.27731
1/3/2025 5:15,24.25,1.27933
1/3/2025 5:20,23.84,1.28131
1/3/2025 5:25,24.37,1.28335
1/3/2025 5:30,23.27,1.28529
1/3/2025 5:35,24.96,1.28737
1/3/2025 5:40,24.32,1.28939
1/3/2025 5:45,24.05,1.2914
1/3/2025 5:50,24.13,1.29341
1/3/2025 5:55,23.56,1.29537
1/3/2025 6:00,24.77,1.29743
1/3/2025 6:05,24.26,1.29946
1/3/2025 6:10,23.21,1.30139
1/3/2025 6:15,24.9,1.30346
1/3/2025 6:20,24.32,1.30549
1/3/2025 6:25,23.1,1.30742
1/3/2025 6:30,23.4,1.30937
1/3/2025 6:35,24.97,1.31145
1/3/2025 6:40,24.37,1.31348
1/3/2025 6:45,24.62,1.31553
1/3/2025 6:50,23.08,1.31745
1/3/2025 6:55,24.17,1.31947
1/3/2025 7:00,24.6,1.32152
1/3/2025 7:05,24.92,1.32359
1/3/2025 7:10,24.75,1.32566
1/3/2025 7:15,24.08,1.32766
1/3/2025 7:20,23.81,1.32965
1/3/2025 7:25,23.99,1.33165
1/3/2025 7:30,23.39,1.3336
1/3/2025 7:35,23.69,1.33557
1/3/2025 7:40,23.27,1.33751
1/3/2025 7:45,24.53,1.33955
1/3/2025 7:50,24.32,1.34158
1/3/2025 7:55,23.98,1.34358
1/3/2025 8:00,23.66,1.34555
1/3/2025 8:05,23.94,1.34755
1/3/2025 8:10,24.55,1.34959
1/3/2025 8:15,23.06,1.35151
1/3/2025 8:20,24.83,1.35358
1/3/2025 8:25,23.82,1.35557
1/3/2025 8:30,23.33,1.35751
1/3/2025 8:35,25.19,1.35961
1/3/2025 8:40,23.02,1.36153
1/3/2025 8:45,23.37,1.36348
1/3/2025 8:50,24.41,1.36551
1/3/2025 8:55,23.68,1.36748
1/3/2025 9:00,24.68,1.36954
1/3/2025 9:05,24.2,1.37156
1/3/2025 9:10,24.82,1.37363
1/3/2025 9:15,23.46,1.37558
1/3/2025 9:20,24.39,1.37761
1/3/2025 9:25,23.68,1.37959
1/3/2025 9:30,24.14,1.3816
1/3/2025 9:35,23.36,1.38354
1/3/2025 9:40,23.61,1.38551
1/3/2025 9:45,24.68,1.38757
1/3/2025 9:50,23.38,1.38952
1/3/2025 9:55,23.02,1.39143
1/3/2025 10:00,24.12,1.39345
1/3/2025 10:05,23.2,1.39538
1/3/2025 10:10,23.8,1.39736
